drug_id,target_id,label
CHEMBL3143225,CHEMBL1820,0
CHEMBL1231486,CHEMBL1820,0
CHEMBL2367580,CHEMBL1820,0
CHEMBL1791154,CHEMBL1820,0
CHEMBL52609,CHEMBL1820,0
CHEMBL3143224,CHEMBL1820,0
CHEMBL2367579,CHEMBL1820,0
CHEMBL1791157,CHEMBL1820,0
CHEMBL1791149,CHEMBL1820,0
CHEMBL1791152,CHEMBL1820,0
CHEMBL3143223,CHEMBL1820,0
CHEMBL2367577,CHEMBL1820,0
CHEMBL1791148,CHEMBL1820,0
CHEMBL3143226,CHEMBL1820,0
CHEMBL63910,CHEMBL1820,0
CHEMBL65197,CHEMBL1820,0
CHEMBL16026,CHEMBL1820,0
CHEMBL103810,CHEMBL1820,0
CHEMBL63439,CHEMBL1820,0
CHEMBL101020,CHEMBL1820,0
CHEMBL406058,CHEMBL1820,0
CHEMBL53890,CHEMBL1820,0
CHEMBL405761,CHEMBL1820,1
CHEMBL15985,CHEMBL1820,0
CHEMBL101730,CHEMBL1820,0
CHEMBL36877,CHEMBL1820,0
CHEMBL298986,CHEMBL1820,0
CHEMBL63463,CHEMBL1820,0
CHEMBL319254,CHEMBL1820,0
CHEMBL327494,CHEMBL1820,0
CHEMBL103978,CHEMBL1820,0
CHEMBL99634,CHEMBL1820,0
CHEMBL65438,CHEMBL1820,0
CHEMBL296595,CHEMBL1820,0
CHEMBL53835,CHEMBL1820,0
CHEMBL101651,CHEMBL1820,0
CHEMBL51613,CHEMBL1820,0
CHEMBL103645,CHEMBL1820,0
CHEMBL299415,CHEMBL1820,0
CHEMBL406300,CHEMBL1820,0
CHEMBL52562,CHEMBL1820,0
CHEMBL101143,CHEMBL1820,0
CHEMBL35886,CHEMBL1820,0
CHEMBL287727,CHEMBL1820,0
CHEMBL16193,CHEMBL1820,0
CHEMBL102001,CHEMBL1820,1
CHEMBL318027,CHEMBL1820,0
CHEMBL420269,CHEMBL1820,0
CHEMBL64473,CHEMBL1820,0
CHEMBL293668,CHEMBL1820,0
CHEMBL297081,CHEMBL1820,1
CHEMBL47089,CHEMBL1820,1
CHEMBL45424,CHEMBL1820,1
CHEMBL42389,CHEMBL1820,1
CHEMBL46884,CHEMBL1820,1
CHEMBL45114,CHEMBL1820,1
CHEMBL418258,CHEMBL1820,1
CHEMBL297987,CHEMBL1820,1
CHEMBL290528,CHEMBL1820,1
CHEMBL43963,CHEMBL1820,0
CHEMBL415909,CHEMBL1820,1
CHEMBL289560,CHEMBL1820,1
CHEMBL44047,CHEMBL1820,1
CHEMBL288683,CHEMBL1820,1
CHEMBL44535,CHEMBL1820,1
CHEMBL47041,CHEMBL1820,1
CHEMBL46502,CHEMBL1820,1
CHEMBL288569,CHEMBL1820,1
CHEMBL42820,CHEMBL1820,1
CHEMBL296690,CHEMBL1820,1
CHEMBL417528,CHEMBL1820,0
CHEMBL46633,CHEMBL1820,1
CHEMBL42459,CHEMBL1820,1
CHEMBL295657,CHEMBL1820,1
CHEMBL44996,CHEMBL1820,1
CHEMBL47094,CHEMBL1820,1
CHEMBL176768,CHEMBL1820,1
CHEMBL291187,CHEMBL1820,1
CHEMBL46739,CHEMBL1820,1
CHEMBL296195,CHEMBL1820,1
CHEMBL432111,CHEMBL1820,1
CHEMBL46821,CHEMBL1820,1
CHEMBL400618,CHEMBL1820,0
CHEMBL103283,CHEMBL1820,0
CHEMBL605255,CHEMBL1820,0
CHEMBL3143823,CHEMBL1820,0
CHEMBL238635,CHEMBL1820,0
CHEMBL400411,CHEMBL1820,0
CHEMBL3143826,CHEMBL1820,0
CHEMBL400410,CHEMBL1820,0
CHEMBL392957,CHEMBL1820,0
CHEMBL399413,CHEMBL1820,0
CHEMBL803,CHEMBL1820,0
CHEMBL392346,CHEMBL1820,0
CHEMBL64616,CHEMBL1820,0
CHEMBL294366,CHEMBL1820,0
CHEMBL3143935,CHEMBL1820,1
CHEMBL305113,CHEMBL1820,0
CHEMBL292057,CHEMBL1820,0
CHEMBL64298,CHEMBL1820,0
CHEMBL3144572,CHEMBL1820,0
CHEMBL65384,CHEMBL1820,0
CHEMBL294810,CHEMBL1820,0
CHEMBL64766,CHEMBL1820,0
CHEMBL406254,CHEMBL1820,0
CHEMBL258513,CHEMBL1820,0
CHEMBL425913,CHEMBL1820,1
CHEMBL372171,CHEMBL1820,1
CHEMBL193062,CHEMBL1820,0
CHEMBL347128,CHEMBL1820,0
CHEMBL192246,CHEMBL1820,0
CHEMBL362939,CHEMBL1820,0
CHEMBL192209,CHEMBL1820,0
CHEMBL195167,CHEMBL1820,0
CHEMBL534931,CHEMBL1820,0
CHEMBL541128,CHEMBL1820,0
CHEMBL534708,CHEMBL1820,0
CHEMBL535149,CHEMBL1820,0
CHEMBL557156,CHEMBL1820,0
CHEMBL538078,CHEMBL1820,0
CHEMBL556363,CHEMBL1820,0
CHEMBL534929,CHEMBL1820,1
CHEMBL557599,CHEMBL1820,1
CHEMBL558963,CHEMBL1820,0
CHEMBL558363,CHEMBL1820,1
CHEMBL557571,CHEMBL1820,0
CHEMBL536959,CHEMBL1820,0
CHEMBL537410,CHEMBL1820,0
CHEMBL559182,CHEMBL1820,0
CHEMBL538570,CHEMBL1820,0
CHEMBL538319,CHEMBL1820,1
CHEMBL558983,CHEMBL1820,1
CHEMBL537633,CHEMBL1820,0
CHEMBL332551,CHEMBL3629,0
CHEMBL361708,CHEMBL3629,0
CHEMBL389604,CHEMBL3629,1
CHEMBL398170,CHEMBL3629,1
CHEMBL230987,CHEMBL3629,1
CHEMBL230886,CHEMBL3629,1
CHEMBL397923,CHEMBL3629,1
CHEMBL230781,CHEMBL3629,1
CHEMBL395969,CHEMBL3629,1
CHEMBL230779,CHEMBL3629,1
CHEMBL230674,CHEMBL3629,1
CHEMBL395968,CHEMBL3629,1
CHEMBL230673,CHEMBL3629,1
CHEMBL230569,CHEMBL3629,0
CHEMBL230568,CHEMBL3629,1
CHEMBL230463,CHEMBL3629,1
CHEMBL230462,CHEMBL3629,1
CHEMBL398149,CHEMBL3629,1
CHEMBL230354,CHEMBL3629,1
CHEMBL230353,CHEMBL3629,1
CHEMBL230352,CHEMBL3629,0
CHEMBL230248,CHEMBL3629,1
CHEMBL389767,CHEMBL3629,1
CHEMBL230246,CHEMBL3629,1
CHEMBL230137,CHEMBL3629,1
CHEMBL230136,CHEMBL3629,1
CHEMBL230135,CHEMBL3629,1
CHEMBL388042,CHEMBL3629,1
CHEMBL230456,CHEMBL3629,1
CHEMBL389765,CHEMBL3629,1
CHEMBL230455,CHEMBL3629,1
CHEMBL230347,CHEMBL3629,1
CHEMBL438303,CHEMBL3629,1
CHEMBL389802,CHEMBL3629,1
CHEMBL231591,CHEMBL3629,1
CHEMBL231590,CHEMBL3629,1
CHEMBL231492,CHEMBL3629,1
CHEMBL396230,CHEMBL3629,1
CHEMBL248757,CHEMBL3629,0
CHEMBL410659,CHEMBL3629,0
CHEMBL75680,CHEMBL3629,0
CHEMBL296586,CHEMBL3629,0
CHEMBL259084,CHEMBL3629,0
CHEMBL489344,CHEMBL3629,0
CHEMBL523938,CHEMBL3629,0
CHEMBL493937,CHEMBL3629,1
CHEMBL519982,CHEMBL3629,1
CHEMBL521470,CHEMBL3629,1
CHEMBL519395,CHEMBL3629,1
CHEMBL408995,CHEMBL3629,1
CHEMBL507058,CHEMBL3629,1
CHEMBL483532,CHEMBL3629,1
CHEMBL483531,CHEMBL3629,1
CHEMBL520144,CHEMBL3629,1
CHEMBL483526,CHEMBL3629,1
CHEMBL483525,CHEMBL3629,1
CHEMBL453336,CHEMBL3629,0
CHEMBL177820,CHEMBL3629,1
CHEMBL451155,CHEMBL3629,0
CHEMBL456634,CHEMBL3629,1
CHEMBL459346,CHEMBL3629,1
CHEMBL459343,CHEMBL3629,0
CHEMBL459345,CHEMBL3629,0
CHEMBL512747,CHEMBL3629,0
CHEMBL459577,CHEMBL3629,0
CHEMBL373937,CHEMBL3629,0
CHEMBL453937,CHEMBL3629,1
CHEMBL502728,CHEMBL3629,0
CHEMBL6246,CHEMBL3629,1
CHEMBL375530,CHEMBL3629,0
CHEMBL92361,CHEMBL3629,1
CHEMBL28,CHEMBL3629,1
CHEMBL289277,CHEMBL3629,0
CHEMBL463054,CHEMBL3629,1
CHEMBL556684,CHEMBL3629,1
CHEMBL512054,CHEMBL3629,1
CHEMBL554993,CHEMBL3629,1
CHEMBL223360,CHEMBL3629,0
CHEMBL572881,CHEMBL3629,0
CHEMBL574738,CHEMBL3629,0
CHEMBL215152,CHEMBL3629,0
CHEMBL103667,CHEMBL3629,0
CHEMBL522892,CHEMBL3629,0
CHEMBL558752,CHEMBL3629,0
CHEMBL221959,CHEMBL3629,0
CHEMBL483321,CHEMBL3629,0
CHEMBL5416410,CHEMBL3629,0
CHEMBL261849,CHEMBL3629,0
CHEMBL477772,CHEMBL3629,0
CHEMBL191003,CHEMBL3629,0
CHEMBL91829,CHEMBL3629,0
CHEMBL124660,CHEMBL3629,0
CHEMBL573339,CHEMBL3629,0
CHEMBL608533,CHEMBL3629,1
CHEMBL101253,CHEMBL3629,0
CHEMBL14762,CHEMBL3629,0
CHEMBL278041,CHEMBL3629,0
CHEMBL10,CHEMBL3629,0
CHEMBL440084,CHEMBL3629,0
CHEMBL1336,CHEMBL3629,0
CHEMBL388978,CHEMBL3629,1
CHEMBL1721885,CHEMBL3629,1
CHEMBL535,CHEMBL3629,1
CHEMBL572878,CHEMBL3629,1
CHEMBL119385,CHEMBL3629,0
CHEMBL574060,CHEMBL3629,1
CHEMBL270512,CHEMBL3629,1
CHEMBL572879,CHEMBL3629,1
CHEMBL53418,CHEMBL3629,0
CHEMBL494104,CHEMBL3629,0
CHEMBL574284,CHEMBL3629,0
CHEMBL584384,CHEMBL3629,0
CHEMBL574285,CHEMBL3629,0
CHEMBL50,CHEMBL3629,0
CHEMBL217092,CHEMBL2160,0
CHEMBL3353410,CHEMBL2160,0
CHEMBL1084546,CHEMBL2160,0
CHEMBL1615025,CHEMBL2160,0
CHEMBL483158,CHEMBL2160,0
CHEMBL1236962,CHEMBL2160,0
CHEMBL1983268,CHEMBL2160,0
CHEMBL1614707,CHEMBL2160,0
CHEMBL598797,CHEMBL2160,1
CHEMBL2017974,CHEMBL2160,0
CHEMBL1230609,CHEMBL2160,0
CHEMBL564829,CHEMBL2160,0
CHEMBL521851,CHEMBL2160,0
CHEMBL1090090,CHEMBL2160,0
CHEMBL1873475,CHEMBL2160,0
CHEMBL4079924,CHEMBL2160,0
CHEMBL4105151,CHEMBL2160,0
CHEMBL4104243,CHEMBL2160,0
CHEMBL4074606,CHEMBL2160,0
CHEMBL4069549,CHEMBL2160,0
CHEMBL4090566,CHEMBL2160,0
CHEMBL4078248,CHEMBL2160,0
CHEMBL4102519,CHEMBL2160,0
CHEMBL4088340,CHEMBL2160,0
CHEMBL4060902,CHEMBL2160,0
CHEMBL4076899,CHEMBL2160,0
CHEMBL4098152,CHEMBL2160,0
CHEMBL4097029,CHEMBL2160,0
CHEMBL4079211,CHEMBL2160,0
CHEMBL4092696,CHEMBL2160,0
CHEMBL4096516,CHEMBL2160,0
CHEMBL4086337,CHEMBL2160,0
CHEMBL4094111,CHEMBL2160,0
CHEMBL4066570,CHEMBL2160,0
CHEMBL4096008,CHEMBL2160,0
CHEMBL4077960,CHEMBL2160,0
CHEMBL4103750,CHEMBL2160,0
CHEMBL4085831,CHEMBL2160,0
CHEMBL4065975,CHEMBL2160,0
CHEMBL4093578,CHEMBL2160,0
CHEMBL4101313,CHEMBL2160,0
CHEMBL4084873,CHEMBL2160,0
CHEMBL4063228,CHEMBL2160,0
CHEMBL4071264,CHEMBL2160,0
CHEMBL4092067,CHEMBL2160,0
CHEMBL4103438,CHEMBL2160,0
CHEMBL4103917,CHEMBL2160,0
CHEMBL4077352,CHEMBL2160,0
CHEMBL4073986,CHEMBL2160,0
CHEMBL4093039,CHEMBL2160,0
CHEMBL4076101,CHEMBL2160,0
CHEMBL4079549,CHEMBL2160,0
CHEMBL4103811,CHEMBL2160,0
CHEMBL4091727,CHEMBL2160,0
CHEMBL4070857,CHEMBL2160,0
CHEMBL4095292,CHEMBL2160,0
CHEMBL4068364,CHEMBL2160,0
CHEMBL1725279,CHEMBL2468,1
CHEMBL208637,CHEMBL2468,0
CHEMBL210928,CHEMBL2468,0
CHEMBL210032,CHEMBL2468,0
CHEMBL378627,CHEMBL2468,0
CHEMBL210963,CHEMBL2468,0
CHEMBL210618,CHEMBL2468,0
CHEMBL377383,CHEMBL2468,0
CHEMBL416056,CHEMBL2468,1
CHEMBL148471,CHEMBL2468,0
CHEMBL221536,CHEMBL2468,0
CHEMBL357490,CHEMBL2468,0
CHEMBL374581,CHEMBL2468,0
CHEMBL386636,CHEMBL2468,1
CHEMBL223367,CHEMBL2468,0
CHEMBL223460,CHEMBL2468,0
CHEMBL373598,CHEMBL2468,0
CHEMBL494089,CHEMBL2468,1
CHEMBL523823,CHEMBL2468,1
CHEMBL565286,CHEMBL2468,0
CHEMBL590109,CHEMBL2468,0
CHEMBL1090360,CHEMBL2468,0
CHEMBL4553820,CHEMBL2469,0
CHEMBL4434988,CHEMBL2469,0
CHEMBL1592234,CHEMBL2469,0
CHEMBL4457001,CHEMBL2469,0
CHEMBL1370165,CHEMBL2469,0
CHEMBL1564286,CHEMBL2469,0
CHEMBL1514618,CHEMBL2469,0
CHEMBL4564613,CHEMBL2469,0
CHEMBL4589970,CHEMBL2469,0
CHEMBL4588628,CHEMBL2469,0
CHEMBL4575982,CHEMBL2469,0
CHEMBL2115278,CHEMBL2447,0
CHEMBL853,CHEMBL2447,0
CHEMBL1081559,CHEMBL2447,0
CHEMBL1076257,CHEMBL2447,0
CHEMBL1081560,CHEMBL2447,1
CHEMBL1081561,CHEMBL2447,1
CHEMBL1079585,CHEMBL2447,1
CHEMBL1079768,CHEMBL2447,1
CHEMBL1079769,CHEMBL2447,1
CHEMBL1079770,CHEMBL2447,1
CHEMBL1076272,CHEMBL2447,1
CHEMBL1079601,CHEMBL2447,1
CHEMBL1079602,CHEMBL2447,1
CHEMBL1079603,CHEMBL2447,1
CHEMBL1081350,CHEMBL2447,1
CHEMBL1081351,CHEMBL2447,1
CHEMBL1081352,CHEMBL2447,1
CHEMBL1080443,CHEMBL2447,1
CHEMBL1079735,CHEMBL2447,1
CHEMBL1079906,CHEMBL2447,1
CHEMBL1079907,CHEMBL2447,1
CHEMBL1081901,CHEMBL2447,1
CHEMBL1081544,CHEMBL2447,1
CHEMBL1080636,CHEMBL2447,1
CHEMBL1080817,CHEMBL2447,1
CHEMBL1080818,CHEMBL2447,1
CHEMBL1080092,CHEMBL2447,1
CHEMBL1080093,CHEMBL2447,1
CHEMBL1079379,CHEMBL2447,1
CHEMBL1079380,CHEMBL2447,1
CHEMBL1081727,CHEMBL2447,1
CHEMBL1081903,CHEMBL2447,1
CHEMBL1081904,CHEMBL2447,1
CHEMBL1081002,CHEMBL2447,1
CHEMBL1080829,CHEMBL2447,1
CHEMBL1079347,CHEMBL2447,0
CHEMBL1079348,CHEMBL2447,0
CHEMBL1079349,CHEMBL2447,0
CHEMBL1081909,CHEMBL2447,1
CHEMBL1081005,CHEMBL2447,0
CHEMBL1081006,CHEMBL2447,1
CHEMBL1081189,CHEMBL2447,1
CHEMBL1082101,CHEMBL2447,1
CHEMBL1079397,CHEMBL2447,1
CHEMBL1079398,CHEMBL2447,1
CHEMBL1079399,CHEMBL2447,1
CHEMBL1079758,CHEMBL2447,0
CHEMBL1079759,CHEMBL2447,1
CHEMBL1079760,CHEMBL2447,1
CHEMBL1079415,CHEMBL2447,1
CHEMBL1079771,CHEMBL2447,1
CHEMBL1079432,CHEMBL2447,1
CHEMBL1079433,CHEMBL2447,1
CHEMBL1079600,CHEMBL2447,1
CHEMBL1079783,CHEMBL2447,1
CHEMBL1076274,CHEMBL2447,1
CHEMBL1079784,CHEMBL2447,1
CHEMBL1080444,CHEMBL2447,1
CHEMBL2426574,CHEMBL2447,1
CHEMBL2426573,CHEMBL2447,1
CHEMBL2426558,CHEMBL2447,1
CHEMBL2426588,CHEMBL2447,1
CHEMBL2426572,CHEMBL2447,1
CHEMBL2426571,CHEMBL2447,1
CHEMBL2426570,CHEMBL2447,1
CHEMBL2426569,CHEMBL2447,1
CHEMBL2426568,CHEMBL2447,1
CHEMBL2426567,CHEMBL2447,1
